cctv分类,#genre#
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV8,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8
CCTV4,http://183.11.239.36:808/hls/67/index.m3u8
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8
CCTV9,http://lt.hxtre.com:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV6,http://59.35.185.47:8188/udp/239.77.0.171:5146
CCTV5,http://223.167.245.215:8001/rtp/239.45.1.69:5140
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8
CCTV4,http://183.162.104.68:8888/rtp/238.1.78.236:7760
CCTV17,http://218.17.33.178:53290/tsfile/live/1016_1.m3u8?key=txiptv
CCTV17,http://lt.hxtre.com:35455/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV16,http://112.66.79.19:8188/rtp/239.253.64.251:5140
CCTV15,http://112.66.79.19:8188/rtp/239.253.64.72:5140
CCTV6,http://60.29.124.66:6080/hls/17/index.m3u8
CCTV8,http://60.29.124.66:6080/hls/19/index.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV12,http://lt.hxtre.com:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV10,http://112.66.79.19:8188/rtp/239.253.64.87:5140
CCTV11,http://125.42.150.134:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://fm1077.serv00.net/Smart.php?id=Cctv4
CCTV-16,http://fm1077.serv00.net/Smart.php?id=cctv16
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8
CCTV2,http://223.167.245.215:8001/rtp/239.45.3.208:5140
CCTV14,http://112.66.79.19:8188/rtp/239.253.64.115:5140
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV9,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8
CCTV3,http://lt.hxtre.com:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV7,http://125.42.150.134:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8
CCTV8,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8
CCTV5,http://lt.hxtre.com:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV12,http://58.19.43.46:9901/tsfile/live/1031_1.m3u8
CCTV2,http://125.42.150.65:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://lt.hxtre.com:35455/itv/1000000001000011218.m3u8?cdn=ystenlive
CCTV15,http://218.13.170.98:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://112.66.79.19:8188/rtp/239.253.64.196:5140
CCTV-10,http://fm1077.serv00.net/Smart.php?id=cctv10hd
CCTV-13,http://fm1077.serv00.net/Smart.php?id=cctv13
CCTV13,http://183.11.239.36:808/hls/31/index.m3u8
CCTV6,http://125.42.150.65:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://114.100.195.95:4022/rtp/238.1.78.173:7256
CCTV13,http://114.254.38.155:18888/rtp/239.3.1.124:8128
CCTV6,http://113.57.93.165:9900/tsfile/live/0006_1.m3u8
CCTV15,http://114.100.195.95:4022/rtp/238.1.78.222:7648
CCTV1,http://112.66.79.19:8188/rtp/239.253.64.120:5140
CCTV12,http://114.100.195.95:4022/rtp/238.1.78.242:7808
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV-11,http://fm1077.serv00.net/Smart.php?id=cctv11
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV3,http://113.57.93.165:9900/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://180.165.1.61:9898/rtp/239.45.3.52:5140
CCTV14,http://114.100.195.95:4022/rtp/238.1.78.243:7816
CCTV12,http://223.167.245.215:8001/rtp/239.45.3.10:5140
CCTV4,http://125.42.150.65:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://125.115.205.189:4023/udp/233.50.201.220:5140
CCTV8,http://112.66.79.19:8188/rtp/239.253.64.247:5140
CCTV3,http://180.165.1.61:9898/rtp/239.45.1.68:5140
CCTV9,http://112.66.79.19:8188/rtp/239.253.64.76:5140
CCTV3,http://218.13.170.98:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://114.254.38.155:18888/rtp/239.3.1.151:8144
CCTV3,http://115.230.59.120:4022/udp/233.50.201.196:5140
CCTV6,http://nas.hssvm.com:8888/udp/225.1.1.195:5002
CCTV1,http://223.198.241.28:4000/rtp/239.253.64.120:5140
CCTV6,http://60.172.83.110:8686/rtp/238.1.78.172:7248
CCTV5,http://112.66.79.19:8188/rtp/239.253.64.245:5140
CCTV1,http://114.100.195.95:4022/rtp/238.1.78.166:7200
CCTV5+,http://60.172.83.110:8686/rtp/238.1.78.237:7768
CCTV13,http://223.167.245.215:8001/rtp/239.45.1.198:5140
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-17,http://fm1077.serv00.net/Smart.php?id=cctv17
CCTV7,http://61.159.134.216:18000/rtp/238.255.2.12:5999
CCTV4,http://218.13.170.98:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://fm1077.serv00.net/Smart.php?id=cctv14
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV9,http://60.29.124.66:6080/hls/20/index.m3u8
CCTV5,http://114.100.195.95:4022/rtp/238.1.78.171:7240
CCTV11,http://lt.hxtre.com:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
CCTV-5,http://fm1077.serv00.net/Smart.php?id=cctv5
CCTV14,http://lt.hxtre.com:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV5,http://61.159.134.216:18000/rtp/238.255.2.134:5999
CCTV13,http://112.66.79.19:8188/rtp/239.253.64.59:5140
CCTV-9,http://fm1077.serv00.net/Smart.php?id=cctv9hd
CCTV7,http://59.35.185.47:8188/udp/239.77.0.138:5146
CCTV12,http://123.145.12.229:8005/udp/225.0.4.129:7980
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://115.230.59.120:4022/udp/233.50.201.198:5140
CCTV14,http://114.254.38.155:18888/rtp/239.3.1.65:8132
CCTV11,http://123.145.12.229:8005/udp/225.0.4.218:7980
CCTV8,http://125.115.205.189:4023/udp/233.50.201.199:5140
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV12,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8
CCTV-15,http://fm1077.serv00.net/Smart.php?id=cctv15
CCTV9,http://114.254.38.155:18888/rtp/239.3.1.62:8112
CCTV15,http://122.189.103.230:8888/rtp/228.0.0.15:6108
CCTV14,http://122.189.103.230:8888/rtp/228.0.0.14:6108
CCTV13,http://122.189.103.230:8888/rtp/228.0.0.202:6108
CCTV12,https://api.olelive.com/dis/live/CCTV12HD/hls.m3u8
CCTV8,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8
CCTV15,http://60.172.83.110:8686/rtp/238.1.78.222:7648
CCTV16,http://122.189.103.230:8888/rtp/228.0.0.249:6108
CCTV17,http://117.86.48.172:8888/rtp/239.49.8.52:9810
CCTV17,http://122.189.103.230:8888/rtp/228.0.0.161:7161
CCTV4,http://60.29.124.66:6080/hls/15/index.m3u8
CCTV7,http://180.165.1.61:9898/rtp/239.45.3.56:5140
CCTV1,http://125.42.150.134:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8
CCTV11,http://60.29.124.66:6080/hls/22/index.m3u8
CCTV15,http://180.165.1.61:9898/rtp/239.45.1.200:5140
CCTV4,http://114.254.38.155:18888/rtp/239.3.1.105:8092
CCTV14,http://60.29.124.66:6080/hls/25/index.m3u8
CCTV3,http://114.254.38.155:18888/rtp/239.3.1.172:8001
CCTV-9,http://61.156.228.12:8154/tsfile/live/0009_1.m3u8
CCTV13,http://123.145.12.229:8005/udp/225.0.4.219:7980
CCTV2,http://112.66.79.19:8188/rtp/239.253.64.195:5140
CCTV5+,http://123.145.12.229:8005/udp/225.0.4.73:7980
CCTV5,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://123.145.12.229:8005/udp/225.0.4.128:7980
CCTV6,http://218.13.170.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://123.145.12.229:8005/udp/225.0.4.179:7980
CCTV10,http://123.145.12.229:8005/udp/225.0.4.130:7980
CCTV15,http://123.145.12.229:8005/udp/225.0.4.220:7980
CCTV12,http://112.66.79.19:8188/rtp/239.253.64.97:5140
CCTV15,http://113.57.93.165:9900/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8
CCTV11,http://112.66.79.19:8188/rtp/239.253.64.70:5140
CCTV1,http://183.162.104.68:8888/rtp/238.1.78.166:7200
CCTV17,http://112.66.79.19:8188/rtp/239.253.64.67:5140
CCTV10,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8
CCTV7,http://112.66.79.19:8188/rtp/239.253.64.54:5140
CCTV6,http://112.66.79.19:8188/rtp/239.253.64.246:5140
CCTV5,http://125.42.150.134:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://123.145.12.229:8005/udp/225.0.4.144:7980
CCTV16,http://112.66.79.19:8188/rtp/239.253.64.126:5140
CCTV7,http://lt.hxtre.com:35455/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV4,http://123.168.95.21:4000/udp/239.21.1.154:5002
CCTV2,http://114.100.195.95:4022/rtp/238.1.78.235:7752
CCTV3,http://112.66.79.19:8188/rtp/239.253.64.244:5140
CCTV8,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8
CCTV7,http://60.29.124.66:6080/hls/18/index.m3u8
CCTV3,http://171.105.177.33:4022/udp/239.81.0.231:4056
CCTV14,http://125.42.150.65:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://59.173.120.39:4022/rtp/239.69.1.107:10280
CCTV16,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8
CCTV14,http://60.172.83.110:8686/rtp/238.1.78.243:7816
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV16,http://59.173.120.39:4022/rtp/239.69.1.247:11124
CCTV17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://125.115.205.189:4023/udp/233.50.200.25:5140
CCTV13,http://180.165.1.61:9898/rtp/239.45.1.198:5140
CCTV-10,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8
CCTV8,http://nas.hssvm.com:8888/udp/225.1.1.196:5002
CCTV7,http://125.42.150.65:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5体育,http://61.156.228.12:8154/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://122.189.103.230:8888/rtp/228.0.0.156:7156
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8
CCTV3,http://60.172.83.110:8686/rtp/238.1.78.170:7232
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV8,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8
CCTV11,http://218.241.192.50:8808/rtp/239.3.1.152:8120
CCTV6,http://218.241.192.50:8808/rtp/239.3.1.174:8001
CCTV7,http://218.241.192.50:8808/rtp/239.3.1.61:8104
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8
CCTV15,http://218.241.192.50:8808/rtp/239.3.1.153:8136
CCTV9,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8
CCTV17,http://59.173.120.39:4022/rtp/239.69.1.152:10548
CCTV5,http://59.35.185.47:8188/udp/239.77.0.170:5146
CCTV10,http://60.29.124.66:6080/hls/21/index.m3u8
CCTV13,http://218.241.192.50:8808/rtp/239.3.1.124:8128
CCTV6,http://223.198.241.28:4000/rtp/239.253.64.246:5140
CCTV5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV5+,http://112.66.79.19:8188/rtp/239.253.64.100:5140
CCTV14,http://125.42.150.134:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8
CCTV6,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://223.198.241.28:4000/rtp/239.253.64.126:5140
CCTV7,http://171.105.177.33:4022/udp/239.81.0.116:4056
CCTV13,http://61.159.134.216:18000/rtp/238.255.2.218:5999
CCTV12,http://218.241.192.50:8808/rtp/239.3.1.64:8124
CCTV11,http://112.132.10.54:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://171.105.177.33:4022/udp/239.81.0.101:4056
CCTV15,http://117.86.48.172:8888/rtp/239.49.1.15:6000
CCTV5+,http://61.159.134.216:18000/rtp/238.255.2.185:5999
CCTV4,http://117.86.48.172:8888/rtp/239.49.8.131:6000
CCTV8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://drive.mxmy.net:8888/udp/239.3.1.152:8120
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV13,http://117.86.48.172:8888/rtp/239.49.1.13:6000
CCTV1,http://125.42.150.65:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://223.198.241.28:4000/rtp/239.253.64.67:5140
CCTV8,http://123.145.12.229:8005/udp/225.0.4.137:7980
CCTV3,http://182.114.50.147:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://nas.hssvm.com:8888/udp/225.1.1.24:5002
CCTV15,http://61.159.134.216:18000/rtp/238.255.2.18:5999
CCTV9,http://125.42.150.65:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8
CCTV7,http://123.130.84.106:8154/tsfile/live/0007_1.m3u8
CCTV3,http://59.35.185.47:8188/udp/239.77.0.169:5146
CCTV16,http://223.198.241.28:4000/rtp/239.253.64.251:5140
CCTV8,http://114.254.38.155:18888/rtp/239.3.1.175:8001
CCTV3,http://223.198.241.28:4000/rtp/239.253.64.244:5140
CCTV6,http://125.42.150.134:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://223.198.241.28:4000/rtp/239.253.64.76:5140
CCTV2,http://115.230.59.120:4022/udp/233.50.200.25:5140
CCTV14,http://218.241.192.50:8808/rtp/239.3.1.65:8132
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8
CCTV9,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://114.254.38.155:18888/rtp/239.3.1.214:4220
CCTV11,http://114.254.38.155:18888/rtp/239.3.1.152:8120
CCTV3,http://61.159.134.216:18000/rtp/238.255.2.133:5999
CCTV3,http://125.42.150.134:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://125.42.150.65:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV11,http://171.105.177.33:4022/udp/239.81.0.229:4056
CCTV14,http://171.105.177.33:4022/udp/239.81.0.120:4056
CCTV9,http://123.168.95.21:4000/udp/239.21.1.153:5002
CCTV6,http://125.115.205.189:4023/udp/233.50.201.198:5140
CCTV17,http://218.241.192.50:8808/rtp/239.3.1.151:8144
CCTV11,http://117.86.48.172:8888/rtp/239.49.1.11:6000
CCTV13,http://171.105.177.33:4022/udp/239.81.0.206:4056
CCTV11,http://223.198.241.28:4000/rtp/239.253.64.70:5140
CCTV6,http://112.132.10.54:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://218.241.192.50:8808/rtp/239.3.1.130:8004
CCTV4,http://115.230.59.120:4022/udp/233.50.200.101:5140
CCTV4,http://125.42.150.134:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://27.184.64.40:58888/rtp/239.254.201.154:7207
CCTV7,http://112.46.85.60:8009/hls/504/index.m3u8
CCTV7,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
