卫视分类,#genre#
CCTV 11 戏曲,https://tv.iill.top/migu/cctv11
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild#http://stream.hrbtv.net/ylpd/sd/live.m3u8#https://stream.hrbtv.net/ylpd/sd/live.m3u8
湖南娱乐,http://116.128.242.83:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
TVB娱乐新闻,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah009-golive.flv
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
超级综艺,http://111.43.126.240:9003/hls/87/index.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
金牌综艺,http://111.43.126.240:9003/hls/90/index.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
欢乐综艺,http://huanqiuzhibo.cn/manifest/douyu.php?id=131977
山东综艺,http://222.173.108.238:352/tsfile/live/1003_1.m3u8
湖南娱乐,http://116.128.243.121:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/湖南.php?id=hnyl
淘娱乐,http://dsj.motem.top:8880/bptv/10000100000000050000000003887499.m3u8
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
民视综艺,https://tv.iill.top/litv/4gtv-4gtv004
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&fbl=
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd
哈尔滨娱乐,https://stream.hrbtv.net/ylpd/sd/live.m3u8
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
粤语综艺,http://zzy789.xyz/douyu1.php?id=7919720
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
泰州三套影视娱乐,http://stream1.mytaizhou.net/ysyl/playlist.m3u8?_upt=16dfe82d1725409426
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
中天娱乐,http://122.117.71.103:8526/中天娱乐.m3u8
八大综艺,https://tv.iill.top/litv/4gtv-4gtv039
公视戏剧,https://tv.iill.top/litv/4gtv-4gtv042
CCTV 3 综艺,https://tv.iill.top/migu/cctv3
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
龙华戏剧,https://tv.iill.top/litv/litv-longturn18
湖州文化娱乐,https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖南娱乐,http://112.123.210.228:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
TVB娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
山东综艺,http://139.129.231.228/rtp/239.21.1.177:5002
济南娱乐,http://139.129.231.228/rtp/239.21.1.66:5002
湖南娱乐,http://112.122.32.229:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnyl
广东综艺,http://183.11.239.36:808/hls/9/index.m3u8
湖南娱乐,http://112.122.33.247:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://112.123.216.118:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://112.123.208.112:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://112.122.33.62:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://112.123.211.43:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://112.123.210.25:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://112.122.32.224:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
湖南娱乐,http://112.123.211.39:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
